Bezeichnung_der_Einrichtung;Strasse;PLZ;Ort;E_Mail;Telefon;Bezeichnung_des_Traegers;Familienzentrum;Bezeichnung_des_Jugendamts;Strasse;PLZ;Ort
Kath. Tageseinrichtung für Kinder St. Mariä Heimsuchung;Paul-Dorn-Str. 18;52477;Alsdorf;kkg-mariae.heim@t-online.de;23515;Kath. Kirchengemeindeverband Alsdorf;nein;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Kath. Kindergarten St. Cornelius;Falterstr. 57;52477;Alsdorf;nicht vorhanden;02404-61552;Kath. Kirchengemeindeverband Alsdorf;nein;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Städt. Familienzentrum Mariadorf- Blumenrath;Pestalozzistr. 54;52477;Alsdorf;Kita-blumenrath@alsdorf.de;02404 62960;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Kath. Tageseinrichtung für Kinder St. Barbara;Blumenrather Str. 220 b;52477;Alsdorf;kindergarten-st.barbara@arcor.de;02404 66034;Kath. Kirchengemeindeverband Alsdorf;nein;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Kath. Tageseinrichtung für Kinder St. Mariä Empfängnis;Marienstr. 15a;52477;Alsdorf;kiga-st-marien@t-online.de;02404 61848;Kath. Kirchengemeindeverband Alsdorf;nein;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Kath. Tageseinrichtung für Kinder Herz-Jesu;Hebbelstr. 1;52477;Alsdorf;kigaherz-jesu@web.de;02404/1866;Kath. Kirchengemeindeverband Alsdorf;nein;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Städt. Tageseinrichtung für Kinder Kellersberg;Friedensstr. 16;52477;Alsdorf;Kita-Kellersberg@alsdorf.de;02404 1484;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
"AWO Kindertageseinrichtung und Familienzentrum &quot;Mittendrin&quot;";Rosenstraße ;52477;Alsdorf;kita-mittendrin@awo-kisa.de;02404-64116;AWO-KiSA gUG (haftungsbeschränkt)  -JA Alsdorf-;ja;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Städt. Familienzentrum Florianstraße;Florianstraße 38;52477;Alsdorf;Kita-florian@alsdorf.de;02404 21333;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
DRK integrative KinderTageseinrichtung Alsdorf Moselstr.;Moselstr.;52477;Alsdorf;kita.am@drk.ac;02404 23476;DRK-Kreisverband Städteregion Aachen (A);nein;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Städt. Familienzentrum Mariadorf-Blumenrath;Straßburger Str. 86;52477;Alsdorf;kita-strassburgerstr@alsdorf.de;02404 66000;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Städt. Integratives Familienzentrum Biberburg;Schillerstraße 58 - 60;52477;Alsdorf;Kita-biberburg@alsdorf.de;02404 969668;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
"Kath. Kindergarten &quot;St. Jakobus&quot;";Jakobstraße 103;52477;Alsdorf;Kita-st.Jakobus@t-online.de;02404 62662;Kath. Kirchengemeindeverband Alsdorf;nein;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
Städt. Familienzentrum Annapark;Willy-Brandt-Ring 2;52477;Alsdorf;Kita-Annapark@alsdorf.de;02404 558335;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Alsdorf;Hubertusstraße 17;52477;Alsdorf
BKJ Tageseinrichtung für Kinder;Johanna-Neuman-Straße 43;52249;Eschweiler;kindergarten.johanna-neuman-strasse@eschweiler.de;02403/508680;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ Kindergarten Herz Jesu;Sternheimstraße 2b;52249;Eschweiler;kindergarten.sternheimstrasse@eschweiler.de;02403/6091700;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Familienzentrum St. Peter und Paul/ Kath. Kindergarten St. Theresia;Englerthsgärten 2;52249;Eschweiler;fmz-stpeterundpaul@eschweiler-kirche.de;02403/26097 bzw. 02403/830448 oder 22669;Katholische Kirchengemeinde St. Peter und Paul;ja;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Antonius von Padua;Aachener Strasse 186 a;52249;Eschweiler;kindergarten-st.antonius@eschweiler-kirche.de;02403/22521 bzw. 02403/22669;Katholische Kirchengemeinde St. Peter und Paul;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ  Kindergarten St. Antonius-Bergrath;Hastenrather Weg 57;52249;Eschweiler;kindergarten.hastenratherweg@eschweiler.de;02403/6091710;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Wendelinus;Hamicher Weg 6;52249;Eschweiler;kita.hastenrath@hl-g.de;02403/28021;Kath. Kirchengemeinde Heilg Geist;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Cäcilia Nothberg;Pfarrer-Krings-Straße 15;52249;Eschweiler;kita.nothberg@gdg-eschweiler-sued.de;02403/25160;Kath. Kirchengemeinde Heilg Geist;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kinder- und Familienzentrum St. Marien;Am Burgfeld 9;52249;Eschweiler;APermantier@caritas-lebenswelten.de;02403/ 8712-12;Caritas-Lebenswelten GmbH (Eschweiler);ja;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Barbara;Friedrichstraße 10;52249;Eschweiler;kigabarbara@web.de;02403/22130;Kath. Kirchengemeinde Heilg Geist;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Josef;Velauer Straße 19a;52249;Eschweiler;kindergarten@st-caecilia-hehlrath.de;02403/23650;Kirchengemeindeverband kgv Eschweiler-Nord;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Blasius;Mühlenweg 2;52249;Eschweiler;kiga.st.blasius@googlemail.com;02403/21330;Kirchengemeindeverband kgv Eschweiler-Nord;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ  Kindergarten St. Georg;Merzbrücker Straße 7;52249;Eschweiler;kindergarten.merzbrueckerstrasse@eschweiler.de;02403/555790;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Johannes Baptist;Wilhelmshöhe 21;52249;Eschweiler;kiga-st-johannes@t-online.de;02403/65141;Kirchengemeindeverband kgv Eschweiler-Nord;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Severin;Klinkgasse 6;52249;Eschweiler;kiga_st.severin@t-online.de;02403/65352;Kirchengemeindeverband kgv Eschweiler-Nord;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kath. Kindergarten St. Josef ;Bonifatiusstraße 20;52249;Eschweiler;helga.moeller@bistum-aachen.de;02403/53285;Kirchengemeindeverband kgv Eschweiler-Nord;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ Kindergarten St. Elisabeth;Silvesterstraße 2;52249;Eschweiler;kindergarten.silvesterstrasse@eschweiler.de;02403/5554690;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ  Integrative Tageseinrichtung für Kinder;Jahnstraße 25;52249;Eschweiler;familienzentrum.jahnstrasse@eschweiler.de;02403/508640;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;ja;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
"BKJ integrative Tageseinrichtung für Kinder &quot;Käte Strobel&quot;";Grünstraße 99;52249;Eschweiler;kindergarten.gruenstrasse@eschweiler.de;02403/508690;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
"AWO Kindertageseinrichtung &quot;Villa Regenbogen&quot;";Schillerstraße 20;52249;Eschweiler;kita-villa-regenbogen@awo-kisa.de;02403-509974;AWO-KiSA gUG (haftungsbeschränkt)  -JA Eschweiler-;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
"Ev. Kindergarten &quot;Kinderburg&quot; Eschweiler";Martin-Luther-Straße 12;52249;Eschweiler;kinderburg@t-online.de;02403-4792;Christlicher Kindergartenverein Eschweiler e.V. - Der Vorstand -;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ Kindergarten Bergrath;Weierstraße 6;52249;Eschweiler;bitte@ausfuellen.de;bitte ausfüllen;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Tageseinrichtung für Kinder im St. Antonius-Hospital;Dechant-Deckers-Straße 8;52249;Eschweiler;nicolewolff@sah-eschweiler.de;02403/761105;Kath. Kirchengemeindeverband Eschweiler-Mitte;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ  integrative Tageseinrichtung für Kinder;Quellstraße 26;52249;Eschweiler;kindergarten.quellstrasse@eschweiler.de;02403/508660;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ Tageseinrichtung für Kinder;Alte Rodung 100;52249;Eschweiler;kindergarten.alte-rodung@eschweiler.de;02403/505390;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
BKJ Tageseinrichtung für Kinder;Auf dem Driesch 32;52249;Eschweiler;kindergarten.auf-dem-driesch@eschweiler.de;02403/508630;BKJ - Betreuungseinrichtungen für Kinder und Jugendliche der Stadt Eschweiler AöR;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
"AWO Kindertageseinrichtung und Familienzentrum &quot;Wunderland&quot;";Pfarrer-Appelrath-Straße 10;52249;Eschweiler;kita-wunderland@awo-kisa.de;02403-889405;AWO-KiSA gUG (haftungsbeschränkt)  -JA Eschweiler-;ja;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
"Integrative Kindertagesstätte &quot;Sonnenschein&quot;";Karlstraße 40;52249;Eschweiler;apermantier@caritas-lebenswelten.de;02403 8712-12;Caritas-Lebenswelten GmbH (Eschweiler);nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
"AWO Kindertageseinrichtung und Familienzentrum &quot;Der kleine Prinz&quot;";Friedrich-Ebert-Straße 46 - 48;52249;Eschweiler;kita-prinz@awo-kisa.de;02403-970270;AWO-KiSA gUG (haftungsbeschränkt)  -JA Eschweiler-;ja;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
AWO integrative Kindertageseinrichtung Zauberhut;Franz-Rüth-Straße 1a-3;52249;Eschweiler;kita-zauberhut@awo-kisa.de;02403-951130-0;AWO-KiSA gUG (haftungsbeschränkt)  -JA Eschweiler-;ja;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Kindertageseinrichtung Immenhofkinder e.V.;In den Benden 20;52249;Eschweiler;info@immenhofkinder.de;02403 8818055;Elterninitiative Immenhofkinder e.V.;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
AWO Kindertageseinrichtung Schatzkiste;Gartenstr. 36;52249;Eschweiler;kita-schatzkiste@awo-kisa.de;02403-87890;AWO-KiSA gUG (haftungsbeschränkt)  -JA Eschweiler-;nein;Stadtverw. Eschweiler;Johannes-Rau-Platz 1;52249;Eschweiler
Städt. Tageseinrichtung für Kinder Bertholdstraße;Bertholdstraße 4;52223;Stolberg;Bertholdstrasse.Kita@stolberg.de;02402/36785;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Kath. Tageseinrichtung für Kinder St. Barbara;Neustraße 39;52223;Stolberg;kita-breinig@kgv-stolberg-sued.de;02402/30244;KGV Stolberg-Süd;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Kath. Tageseinrichtung für Kinder St. Sebastianus;Sebastianusstraße 31 - 33;52222;Stolberg;kita.st.sebastianus@kgst-lucia.de;02402-29001;Kath. Kirchengemeinde St. Lucia;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Kath. Tageseinrichtung für Kinder St. Hubertus;In der Dell 4;52223;Stolberg;kita-buesbach@kgv-stolberg-sued.de;02402/24971;KGV Stolberg-Süd;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Kita Höhenstraße;Höhenstraße 47;52222;Stolberg;Hoehenstrasse.Kita@stolberg.de;02402/20561;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Kath. Tageseinrichung für Kinder Clara Fey;Birkengangstraße 13;52222;Stolberg;kita.clara-fey@kgst-lucia.de;02402-29117;Kath. Kirchengemeinde St. Lucia;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
städt. Kita Steinweg;Steinweg 76;52222;Stolberg;Steinweg.Kita@stolberg.de;02402/27042;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
städt. Kita Foxiusstraße;Foxiusstraße 4 - 6;52223;Stolberg;Foxiusstrasse.Kita@stolberg.de;02402/23700;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Familienzentrum Bergstr.;Bergstr.37;52222;Stolberg;kinderhaus-bergstrasse@ev-kirche-stolberg.de;02402/25422;Ev. Kirchengemeinde;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Franziskusstraße;Franziskusstraße 4;52222;Stolberg;Franziskusstrasse.Familienzentrum@Stolberg.de;02402/28989;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Eifelstraße;Eifelstr. 68;52224;Stolberg;Eifelstrasse.Kita@stolberg.de;02402/72192;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Tageseinrichtung für spanische Kinder Sozialdienst kath. Frauen;Bierweiderstr. 41;52222;Stolberg;spanischekita@skf-stolberg.de;02402/22707;Sozialdienst Kath. Frauen e.V.;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Kath. Tageseinrichtung für Kinder St. Markus;Büchel 18;52224;Stolberg;kita-mausbach@kgv-stolberg-sued.de;02402/7226;KGV Stolberg-Süd;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Zweifall;Hellebendstr. 6;52224;Stolberg;Hellebendstrasse.Kita@stolberg.de;02402/7761;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Kath. Tageseinrichtung für Kinder Maria im Venn;Rainweg 36;52224;Stolberg;info@haus-maria-im-venn.de;02408-97500;Ordensgemeinschaft der Christenserinnen e.V.;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Holderbusch;Am Holderbusch 11;52223;Stolberg;AmHolderbusch.Kita@stolberg.de;02402/24777;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Daenstraße;Daenstraße 10;52224;Stolberg;Daenstrasse.Kita@stolberg.de;02409/488;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Pirolweg;Pirolweg 38;52223;Stolberg;Pirolweg.Kita@stolberg.de;02402/23888;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
"Tageseinrichtung für Kinder &quot;Zauberkiste&quot;";Zweifallerstraße 27;52222;Stolberg;zauberkiste-ev@gmx.de;02402/24746;Kindertagesstätte Zauberkiste e.V. - Der Vorstand -;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Gressenich;Auf dem Königreich. Parkstraße ;52224;Stolberg;Parkstrasse.Kita@stolberg.de;02409/ 9437;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Tageseinrichtung für Kinder Montessori-Kinderhaus;Konrad-Adenauer-Strasse 80-82;52223;Stolberg;kassenfuehrung@montessori-stolberg.de;02402-71690;Montessori Elternverein e.V. - Der Vorstand -;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Tageseinrichtung für Kinder Sozialdienst Kath. Frauen;Rhein-Nassau-Weg 2a;52222;Stolberg;zwergenburg@skf-stolberg.de;02402/81662;Sozialdienst Kath. Frauen e.V.;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Integrative Kindertagesstätte Auf der Liester;Auf der Liester 28;52223;Stolberg;AufderLiester.Kita@stolberg.de;02402/82804;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Höhenkreuzweg;Höhenkreuzweg;52223;Stolberg;Hoehenkreuzweg.Kita@stolberg.de;02402/85807;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Saarstraße;Saarstr. 23;52222;Stolberg;Saarstrasse.Kita@stolberg.de;02402/91884;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder  Breiniger Berg;Breiniger Berg 91;52223;Stolberg;AmTomborn.Kita@stolberg.de;02402/3198;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Mozartstraße;Mozartstr. 12;52222;Stolberg;Mozartstrasse.Kita@stolberg.de;02402/863394;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Wiesenstraße;Wiesenstraße 88. ;52222;Stolberg;Wiesenstrasse.Kita@stolberg.de;02402/863641;Stadtverwaltung -Jugendamt-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Städt. Tageseinrichtung für Kinder Rektor-Soldierer-Weg ;Rektor-Soldierer-Weg 1a;52224;Stolberg;rektor-soldierer-weg.kita@stolberg.de;02402/978430;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Tageseinrichtung für Kinder Corneliastraße;Corneliastr. 66;52223;Stolberg;Corneliastrasse.Kita@stolberg.de;02402/936252;Stadtverwaltung -Jugendamt-;ja;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
"Integrative Kindertagesstätte &quot;Am Obersteinfeld&quot;";Bergstr. 55;52222;Stolberg;BThielen@caritas-lebenswelten.de;02402 997703-0;Caritas Lebenswelten;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
AWO Kindertageseinrichtung Traumland;Josefstraße 35;52222;Stolberg;kita-traumland@awo-kisa.de;02402-1020650;AWO-KiSA gUG (haftungsbeschränkt) -JA Stolberg-;nein;Stadtverw. Stolberg;Rathausstraße 11 - 13;52222;Stolberg
Kath. Tageseinrichtung für Kinder St. Peter und Paul;Kirchenstraße 49;52146;Würselen;kindergarten.peterundpaul@sankt-sebastian-wuerselen.de;02405/85540;Kath. Kirchengemeinde St. Sebastian;nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Kath. Kindergarten St. Lucia;Luciastr. 4;52146;Würselen;kindertagesstaette.st-lucia@sankt-sebastian-wuerselen.de;02405/73414;Kath. Kirchengemeinde St. Sebastian;nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Evangelisches Familienzentrum Sonne. Mond und Sterne ;Grevenberger Str. 57;52146;Würselen;leitung@kita-wuerselen.de;02405/94244;Ev. Kirchengemeinde;ja;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Kath. Familienzentrum St. Sebastian;Lehnstr. 2a;52146;Würselen;kita.st.sebastian@t-online.de;02405/14488;Kath. Kirchengemeinde St. Sebastian;ja;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Kath. Tageseinrichtung für Kinder St. Balbina;Am Förderturm 44;52146;Würselen;kindertagessstaette.st-balbina@sankt-sebastian-wuerselen.de;02405/83767;Kath. Kirchengemeinde St. Sebastian;nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Kath. Kindergarten St. Marien;Marienstr. 29;52146;Würselen;kindertagesstaette.st-marien@sankt-sebastian-wuerselen.de;02405/83070;Kath. Kirchengemeinde St. Sebastian;nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
DRK Kindertagestageseinrichtung. Mauerfeldchen;Mauerfeldchen 21;52146;Würselen;sonja.pietsch@drk.ac;02405 92510;DRK-Kreisverband Städteregion Aachen (W);nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Städtische Tageseinrichtung für Kinder. Lessingstraße;Lessingstraße 44;52146;Würselen;Kindergarten.Lessingstrasse@wuerselen.de;02405-73936;Stadtverwaltung Würselen -Jugendamt- ;nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
AWO Integrative Kindertageseinrichtung Lotte-Lemke;Morsbacher Straße 27;52146;Würselen;kita-lotte-lemke@awo-kisa.de;02405-81784;AWO-KiSA gUG (haftungsbeschränkt)  -JA Würselen-;nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Städtisches Familienzentrum Heidegarten;Heidegarten 77;52146;Würselen;staedt.familienzentrum.heidegarten@wueselen.de;02405-85292;Stadtverwaltung Würselen -Jugendamt- ;ja;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
 Integrative Kindertagesstätte Don-Bosco;Willibrordstraße 15;52146;Würselen;IEichhorn@caritas-lebenswelten.de;02405/ 73734;Caritas-Lebenswelten GmbH (Würselen);nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Städtische Tageseinrichtung für Kinder In der Dell;In der Dell 8;52146;Würselen;Kindergarten.InderDell@wuerselen.de;02405-72912;Stadtverwaltung Würselen -Jugendamt- ;nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
Städtisches Familienzentrum Lebens-Spiel-Raum ;Gerhart-Hauptmann-Straße 22;52146;Würselen;lebensspielraum@wuerselen.de;02405-91829;Stadtverwaltung Würselen -Jugendamt- ;ja;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
DRK Kindertageseinrichtung Birkenstraße II;Birkenstraße 51;52146;Würselen;silvia.john@drk.ac;02405 898453;DRK-Kreisverband Städteregion Aachen (W);nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
DRK Kindertageseinrichtung Birkenstraße I;Birkenstraße 65;52146;Würselen;anke.baessler@drk.ac;02405 84040;DRK-Kreisverband Städteregion Aachen (W);nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
DRK Kindertageseinrichtung. Zaunkönigweg;Zaunkönigweg 4;52146;Würselen;andrea.kirsch@drk.ac;02405 82498;DRK-Kreisverband Städteregion Aachen (W);nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
DRK Kindertageseinrichtung Im Winkel;Im Winkel 28;52146;Würselen;gertrud.maiers@drk.ac;02405 5321;DRK-Kreisverband Städteregion Aachen (W);nein;Stadtverwaltung Würselen;Morlaixplatz 1;52146;Würselen
